
Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Ap 6 - Quiet room with bathroom near Berlin book,"Entire rental unit in Panketal, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 58 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
"Quiet perfect attic studio top location, terrace","Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 179 ,Hosted by Evelyn,7 years hosting,Not guest favourite,Not guest favourite
Our little vacation home near Berlin,"Entire cottage in Schönwalde-Glien, Germany",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 72 ,Hosted by Martin, · 7 years hosting,4.96,23
limehome Berlin Luise-Henriette-Str. | Suite,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 131 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
"Design Apartments - ""Holländerviertel, Apt. 13""","Entire rental unit in Potsdam, Germany",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Nicholas,8 years hosting,Not guest favourite,Not guest favourite
Hozspot/Central! Bright room in Friedrichshain!,"Room in Berlin, Germany",1 double bed ·  · Shared bathroom,€ 100 ,Stay with Richard,7 years hosting,Not guest favourite,Not guest favourite
Modern bright 3 room loft apartment in Berlin,"Entire loft in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 131 ,Hosted by Andre,9 years hosting,Not guest favourite,Not guest favourite
Cozy duplex apartment in the green Berlin,"Entire condo in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 130 ,Hosted by Anke,2 years hosting,4.95,20
Premium East Side Spree view,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 146 ,Stay with Ahmed, · 7 years hosting,4.93,15
Ap 9 - Quiet room with bathroom near Berlin book,"Entire rental unit in Panketal, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 58 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Name not specified,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 146 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
Boxi Studios Berlin,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 169 ,Hosted by Flo,1 year hosting,Not guest favourite,Not guest favourite
BER01 1 room apartment with terrace,"Entire rental unit in Bernau bei Berlin, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 77 ,Hosted by Andreas,3 years hosting,Not guest favourite,Not guest favourite
Charming Gesundbrunnen Apartment,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 58 ,Hosted by Julian,8 months hosting,Not guest favourite,Not guest favourite
limehome Berlin Stresemannstr | Suite,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 164 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
Light blue room at Ku'Damm (Schaubühne + Messe),"Room in Berlin, Germany",1 double bed ·  · Shared bathroom,€ 86 ,Hosted by Frank,5 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 156 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
calm Area near Grünewald & ZOB Berlin,"Room in Berlin, Germany",1 bed ·  · Dedicated bathroom,€ 45 ,Hosted by Mohamad Rami,6 years hosting,Not guest favourite,Not guest favourite
Standard Studio am Ku'damm,"Entire serviced apartment in Berlin, Germany",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 154 ,Hosted by Marcin,4 years hosting,Not guest favourite,Not guest favourite
Apartment am Ku´Damm,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 176 ,Hosted by Max,4 years hosting,Not guest favourite,Not guest favourite
Berlin Apartment 1,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 113 ,Hosted by Murat,3 months hosting,Not guest favourite,Not guest favourite
numa | Deluxe Studio in Berlin coolest district,"Entire serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 131 ,Hosted by Numa Boxer,9 months hosting,Not guest favourite,Not guest favourite
Berlin Malmöer Str | Suite XL,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 229 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
City apartment with rooftop,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 122 ,Hosted by Bella,1 month hosting,Not guest favourite,Not guest favourite
"""The sky above Berlin"" 30m2 Attic room city center","Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 81 ,Hosted by Rene,1 month hosting,Not guest favourite,Not guest favourite
Green room 2/guest room close to BER BERLIN,"Room in Blankenfelde-Mahlow, Germany",2 single beds ·  · Shared bathroom,€ 39 ,Hosted by Mona, · 5 years hosting,Not guest favourite,Not guest favourite
11 living right by the park,"Entire rental unit in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 132 ,Hosted by Dagmar,9 years hosting,Not guest favourite,Not guest favourite
Prenzlauer Berg Apartment Berlin with Balcony,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 101 ,Hosted by Yulia,9 years hosting,Not guest favourite,Not guest favourite
Cosy loft style Apartment in Berlin Wilmersdorf,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 102 ,Hosted by Flo,7 years hosting,Not guest favourite,Not guest favourite
Cozy apartment for 4,"Entire rental unit in Falkensee, Germany",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 100 ,Hosted by Michelle,2 years hosting,Not guest favourite,Not guest favourite
Great flat 120sqm (old building) at Kurfürstendamm,"Entire rental unit in Berlin, Germany",5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1.5 baths,€ 198 ,Hosted by Jonas,2 years hosting,Not guest favourite,Not guest favourite
"Design Studio Apartment with balcony, Berlin Mitte","Entire serviced apartment in Berlin, Germany",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 197 ,Hosted by Ipartment,6 years hosting,Not guest favourite,Not guest favourite
"bed in a 6-Bed mixed dorm ,Shared Bathroom 2","Room in Berlin, Germany",3 bunk beds ·  · 1.5 shared bathrooms,€ 41 ,Hosted by Singer Hostel Berlin,11 years hosting,Not guest favourite,Not guest favourite
Beautiful apartment in the east of Berlin,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 81 ,Hosted by Nour,2 years hosting,Not guest favourite,Not guest favourite
Fly Inn Apartment Berlin,"Entire rental unit in Schönefeld, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 100 ,Hosted by Favorent,6 years hosting,Not guest favourite,Not guest favourite
welcome,"Room in Hennigsdorf, Germany",0 bedrooms ·  · Shared bathroom,€ 45 ,Stay with Chedi,9 months hosting,Not guest favourite,Not guest favourite
Room S-Bahn (suburban train) Botanical Garden,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 115 ,Hosted by Valentin,9 months hosting,Not guest favourite,Not guest favourite
Private one bedroom with gardenview,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 38 ,Hosted by Hamdan,2 years hosting,Not guest favourite,Not guest favourite
Ap 46 - Modern apartment on the border of Berlin,"Entire rental unit in Panketal, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 75 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Name not specified,Description not specifed,Utilities not specified,Price not specified,Host name not specified,6 years hosting,Not guest favourite,Not guest favourite
Dream on the water - romantic relaxation in Berlin,"Houseboat in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 103 ,Hosted by Aleks,9 years hosting,Not guest favourite,Not guest favourite
Double room in the city center of Berlin,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 125 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Feel good at the Botanical Garden,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 134 ,Hosted by Valentin,2 years hosting,Not guest favourite,Not guest favourite
"1 
Bedroom 1 Bed
1 Bathroom
Kitchen","Room in Bernau bei Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 36 ,Hosted by Jose Antonio,1 year hosting,Not guest favourite,Not guest favourite
Double room / Studio / Westlife Apart Hotel,"Room in hotel in Berlin, Germany",2 guests ·  · Studio ·  · 2 beds ·  · 1 private bath,€ 140 ,Hosted by Westlife Apart Hotel,3 years hosting,Not guest favourite,Not guest favourite
Single room in central location,"Room in hotel in Berlin, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 122 ,Hosted by Hotel Ambiente,2 years hosting,Not guest favourite,Not guest favourite
Eco-Hostel for Vegetarians Berlin Potsdam,"Room in Michendorf, Germany",1 bed ·  · Shared bathroom,€ 23 ,Hosted by Michael,9 years hosting,Not guest favourite,Not guest favourite
Berlin Malmöer Str | Suite L,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 198 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
Berlin Prenzlauer Allee | Suite L with balcony,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 201 ,Hosted by Limehome,2 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 171 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Cozy Private Room for 1-2 guests in Kreuzberg,"Private room in hostel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 85 ,Hosted by Freiraum Hostel,6 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 134 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Sunny Berlin shared room with balcony,"Room in Berlin, Germany",1 bedroom ·  · Shared bathroom,€ 70 ,Hosted by Ida,10 months hosting,Not guest favourite,Not guest favourite
BER/Quiet/View/Green/Cozy/SXF b. Berlin,"Entire rental unit in Schönefeld, Germany",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 116 ,Hosted by Jan,8 years hosting,Not guest favourite,Not guest favourite
Tiny & Cute Apartment,"Entire serviced apartment in Berlin, Germany",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Beautiful 1 1/2 apartment right on the water Köpenick,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 95 ,Hosted by Claudia,1 year hosting,Not guest favourite,Not guest favourite
The View Studio Lux,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Superior Double Room,"Room in hotel in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 private bath,€ 107 ,Hosted by W22 Hotel,3 years hosting,Not guest favourite,Not guest favourite
"Ap 40 - Small, modern apartment near Berlin","Entire rental unit in Panketal, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 75 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Studio in Berlin,"Entire condo in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 99 ,Hosted by Said,1 year hosting,Not guest favourite,Not guest favourite
Adorable guest house with pool & sauna in Pankow,"Entire bungalow in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 236 ,Hosted by Thomas & Susanne, · 2 years hosting,4.98,62
"Exceptional feel-good place
detached house","Entire home in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 2 baths,€ 225 ,Hosted by Hans-Joachim,7 months hosting,5.0,6
"Fancy duplex apartment, green & quiet neighborhood","Entire rental unit in Berlin, Germany",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 280 ,Hosted by Nancy, · 9 months hosting,5.0,10
beautiful cottage in Babelsberg,"Entire home in Potsdam, Germany",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 110 ,Hosted by Katja,7 months hosting,Not guest favourite,Not guest favourite
Apartment right on the water incl. 2 boats and much more,"Entire bungalow in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,€ 144 ,Hosted by Ricardo, · 4 years hosting,4.97,39
Ap 47 - Helles Apartment nahe Berlin-Buch,"Entire rental unit in Panketal, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 115 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Deluxe Lounge - Far beyond Standard,"Entire serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 275 ,Hosted by KPM Hotel & Residences,4 years hosting,Not guest favourite,Not guest favourite
Rooftop & garden in the heart of Friedrichshain,"Entire condo in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 baths,€ 437 ,Hosted by Dan  | Berlin | M-Home LOFT Living,12 years hosting,5.0,8
Artsy 120 qm Loft in Berlin,"Entire rental unit in Berlin, Germany",3 guests ·  · 1 bedroom ·  · 1 bath,€ 347 ,Hosted by Simo,10 years hosting,Not guest favourite,Not guest favourite
Guesthouse with access to the water,"Entire guesthouse in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 153 ,Hosted by Mario,9 months hosting,Not guest favourite,Not guest favourite
107 m² apartment with 2-bedrooms and balcony,"Entire serviced apartment in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 382 ,Hosted by Carlotta Apartments, · 6 months hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
SMARTments - Temporary living in Berlin-Karlshorst,"Private room in serviced apartment in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 139 ,Hosted by SMARTments,6 years hosting,Not guest favourite,Not guest favourite
Lovely Apartment Kompakt,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Students Palace,"Entire rental unit in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 92 ,Hosted by Chris,10 years hosting,Not guest favourite,Not guest favourite
Love Boat,"Houseboat in Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 100 ,Hosted by Simon,10 years hosting,Not guest favourite,Not guest favourite
Beautiful cozy room,"Room in Michendorf, Germany",1 bed ·  · Dedicated bathroom,€ 64 ,Hosted by Dagmar,9 years hosting,Not guest favourite,Not guest favourite
150sqm Boho Penthouse with Rooftop Garden,"Entire loft in Berlin, Germany",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 318 ,Hosted by Joel,11 months hosting,4.83,6
Ap 32 - Overnight stay in the beautiful attic,"Entire rental unit in Panketal, Germany",3 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 155 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Holiday Paradise Neu Zittau near Berlin,"Entire bungalow in Gosen-Neu Zittau, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 92 ,Hosted by Anna, · 4 years hosting,4.74,72
Detached house on the outskirts of town,"Room in Hohen Neuendorf, Germany",2 single beds ·  · Shared bathroom,€ 50 ,Hosted by Sabine,1 year hosting,Not guest favourite,Not guest favourite
Dacha with garden near the forest and lake,"Entire cabin in Bernau bei Berlin, Germany",4 guests ·  · 1 bedroom ·  · 1 bath,€ 78 ,Hosted by Manuela, · 1 year hosting,Not guest favourite,Not guest favourite
Cozy Flat in central Kreuzberg „Hermannplatz“,"Entire condo in Berlin, Germany",2 guests ·  · 1 bedroom ·  · 1 bath,€ 225 ,Hosted by Greg,3 years hosting,Not guest favourite,Not guest favourite
Lovely private room with balcony,"Room in Berlin, Germany",1 bed ·  · Shared bathroom,€ 108 ,Hosted by Hartwig,2 years hosting,5.0,9
Between green idyll and Berlin City,"Room in Kleinmachnow, Germany",1 bedroom ·  · Dedicated bathroom,€ 72 ,Stay with Heike,6 years hosting,Not guest favourite,Not guest favourite
Ap 1 - Quiet accommodation in Panketal near Berlin,"Entire rental unit in Panketal, Germany",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 155 ,Hosted by Edgar,6 years hosting,Not guest favourite,Not guest favourite
Design penthouse with 360° panoramic view,"Entire place in Berlin, Germany",6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 675 ,Hosted by Alina,6 years hosting,Not guest favourite,Not guest favourite
Green room 2/guest room close to BER BERLIN,"Room in Blankenfelde-Mahlow, Germany",2 single beds ·  · Shared bathroom,€ 39 ,Hosted by Mona, · 5 years hosting,Not guest favourite,Not guest favourite
calm Area near Grünewald & ZOB Berlin,"Room in Berlin, Germany",1 bed ·  · Dedicated bathroom,€ 45 ,Hosted by Mohamad Rami, · 5 years hosting,Not guest favourite,Not guest favourite
BER and Berlin. Fantastic view,"Entire rental unit in Schönefeld, Germany",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 134 ,Hosted by Jan,8 years hosting,Not guest favourite,Not guest favourite
Apartment am Turm 3,"Entire rental unit in Großbeeren, Germany",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 110 ,Hosted by Hannes, · 9 years hosting,Not guest favourite,Not guest favourite
"Meet & Sleep: Workation 11 km BER, 30 min. to City","Entire villa in Eichwalde, Germany",8 guests ·  · 6 bedrooms ·  · 6 beds ·  · 2.5 baths,€ 336 ,Hosted by Nikolaus,8 years hosting,4.91,45
