Apartment Name,Short Description,Rooms and Bathrooms,Price per Night,Host Name,Account Active Since,Guest favourite stars,Guest favourite reviews
Quiet room in haussmannian flat / Rue Saint Maur,"Room in Paris, France",1 bed ·  · Shared bathroom,€ 60 ,Stay with Tommy,8 years hosting,Not guest favourite,Not guest favourite
GuestReady - Sunlit Serenity near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 91 ,Hosted by GuestReady,1 month hosting,Not guest favourite,Not guest favourite
The Sweet Night - Modern - Elegant - Renovated,"Entire rental unit in Paris 7e, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 159 ,Hosted by Mon Petit Faré, · 3 years hosting,Not guest favourite,Not guest favourite
Cosy and modern studio - Marais/Temple,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 80 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
*L'Aventura*Proche Paris*Wifi*,"Entire rental unit in Romainville, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 45 ,Hosted by Rose Et Thomas, · 4 years hosting,Not guest favourite,Not guest favourite
Balcony in the sun - metro 1m away,"Entire rental unit in Levallois-Perret, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 71 ,Hosted by Victor, · 6 years hosting,Not guest favourite,Not guest favourite
Magnifique studio | Ideal location JO | 2P,"Entire rental unit in Saint-Ouen-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 61 ,Hosted by A, · 2 years hosting,Not guest favourite,Not guest favourite
Comfort and Convenience with A/C - Near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 58 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Grand studio lumineux Paris 18,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 64 ,Hosted by Nicolas,8 years hosting,Not guest favourite,Not guest favourite
Modern apartment - Paris 14 - 2/4 people,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 103 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
GuestReady -  A warm and bright comfort in Clichy,"Entire rental unit in Clichy, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 68 ,Hosted by Sylvain,5 months hosting,Not guest favourite,Not guest favourite
Eiffel Tower cute One room,"Entire rental unit in Paris, France",1 guest ·  · Studio ·  · 1 bed ·  · 1 bath,€ 60 ,Hosted by Ilenia,6 years hosting,Not guest favourite,Not guest favourite
Modern apartment - Paris 14 - 2/4 people,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 103 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
GuestReady -  A warm and bright comfort in Clichy,"Entire rental unit in Clichy, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 68 ,Hosted by Sylvain,5 months hosting,Not guest favourite,Not guest favourite
Beautiful 2 rooms Arc de Triomphe,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 110 ,Hosted by Marianne,4 years hosting,Not guest favourite,Not guest favourite
GuestReady - Peace and comfort in the 19th,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 84 ,Hosted by Simon,6 months hosting,Not guest favourite,Not guest favourite
Studio bathed in sunshine in Paris!,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 71 ,Hosted by Joffrey,2 years hosting,Not guest favourite,Not guest favourite
Cosy apartment in a hotel residence,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 98 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Room or apartment for rent,"Entire rental unit in Issy-les-Moulineaux, France",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 45 ,Hosted by Summer,8 years hosting,Not guest favourite,Not guest favourite
Peaceful studio in Paris Alésia,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 69 ,Hosted by Anne,6 years hosting,Not guest favourite,Not guest favourite
The cosy flat Paris,"Entire condo in Saint-Denis, France",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 57 ,Hosted by Karim, · 6 years hosting,4.93,56
Nice cozy flat  near to Nation,"Entire rental unit in Paris, France",4 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 68 ,Hosted by Nico,6 years hosting,Not guest favourite,Not guest favourite
Apartment Charonne with balcony,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 96 ,Hosted by Florent, · 1 year hosting,Not guest favourite,Not guest favourite
Comfort and Convenience with A/C - Near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 59 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Paris,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 77 ,Hosted by Maria Herminia,1 year hosting,Not guest favourite,Not guest favourite
Paris Sacré Cœur - perfect view,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 102 ,Hosted by Paula,2 years hosting,4.95,22
Cosy Studio à Paris 9em,"Entire rental unit in Paris, France",1 guest ·  · 1 bedroom ·  · 1 bath,€ 76 ,Hosted by Miri,6 years hosting,Not guest favourite,Not guest favourite
2 rooms of 50 m2 rue Oberkampf.,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 94 ,Hosted by Charles,9 years hosting,Not guest favourite,Not guest favourite
Cosy studio for 2 people - Marais/Temple,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 102 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Golden Square Paris rental!,"Entire rental unit in Paris, France",1 guest ·  · 1 bedroom ·  · 1 bath,€ 78 ,Hosted by E,2 years hosting,Not guest favourite,Not guest favourite
Cosy flat with garden -Neuilly-sur-Seine,"Entire rental unit in Neuilly-sur-Seine, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 111 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
1G.Studio#FullEquipped#Jardin Luxembourg#NECKER,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 133 ,Hosted by David Et Warren,2 years hosting,Not guest favourite,Not guest favourite
Studio 2pers#Nation#Grande Terrace#AC,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 130 ,Hosted by David Et Warren,2 years hosting,Not guest favourite,Not guest favourite
Lovely flat in Sentier 2,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 126 ,Hosted by Michael & Deborah,2 years hosting,Not guest favourite,Not guest favourite
Coconut in the heart of Batignolles,"Entire rental unit in Paris, France",1 guest ·  · 1 bedroom ·  · 1.5 baths,€ 63 ,Hosted by Léa,8 years hosting,Not guest favourite,Not guest favourite
New start 1,"Room in Vitry-sur-Seine, France",1 bed ·  · Shared bathroom,€ 28 ,Stay with Yayun,11 months hosting,Not guest favourite,Not guest favourite
PROMO : Cozy arty Montmartre studio,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 82 ,Hosted by Naomi,2 years hosting,Not guest favourite,Not guest favourite
Small nest - RER C 5min walk,"Entire rental unit in Vitry-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 54 ,Hosted by David,5 years hosting,Not guest favourite,Not guest favourite
Bright apartment in a hotel residence,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 96 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Cosy PMR studio in a hotel residence,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 90 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Chic Hideaway in Historic Marais - Prime Spot!,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 1 bath,€ 146 ,Hosted by David,8 years hosting,Not guest favourite,Not guest favourite
*1004 Studio S - Coliving - 2 peple - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 105 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
Ratatouilles' Flat YourHostHelper,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 152 ,Hosted by Diana,8 months hosting,Not guest favourite,Not guest favourite
1575: Charming flat in Paris Olympic Games 2024,"Entire rental unit in Paris, France",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 101 ,Hosted by Holidays,1 year hosting,Not guest favourite,Not guest favourite
*1008 Studio M for 2 - Coliving - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bath,€ 100 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
Studio in the heart of Paris Bercy - Lyon station,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 73 ,Hosted by Checkmyguest,1 year hosting,Not guest favourite,Not guest favourite
Comfort and Convenience with A/C - Near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 63 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Comfort and Convenience with A/C - Near Montmartre,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 59 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Cosy studio for 2 people - Marais/Temple,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 102 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
GuestReady - Maya Blue near Cathédrale Notre-Dame,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 125 ,Hosted by GuestReady,3 years hosting,Not guest favourite,Not guest favourite
Architect's apartment @ Paris Père Lachaise,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 88 ,Hosted by Sebastian,4 years hosting,Not guest favourite,Not guest favourite
360 Suite Boutique Azur - Superb apartment,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 109 ,Hosted by Cédric De ClickYourFlat,8 years hosting,Not guest favourite,Not guest favourite
Chic Hideaway in Historic Marais - Prime Spot!,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 1 bath,€ 146 ,Hosted by David,8 years hosting,Not guest favourite,Not guest favourite
Studio near Montsouris Park,"Entire rental unit in Paris, France",3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 111 ,Hosted by Rémi,5 years hosting,5.0,25
Amazing Duplex 2P - Heart of Montorgueil,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 283 ,Hosted by Mathieu,5 months hosting,Not guest favourite,Not guest favourite
An ideal base for exploring Paris!,"Entire rental unit in Levallois-Perret, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 106 ,Hosted by Checkmyguest,2 years hosting,Not guest favourite,Not guest favourite
Paris,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 77 ,Hosted by Maria Herminia,1 year hosting,Not guest favourite,Not guest favourite
Champs Elysées Studio,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 186 ,Hosted by David,4 years hosting,Not guest favourite,Not guest favourite
Small nest - RER C 5min walk,"Entire rental unit in Vitry-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 54 ,Hosted by David,5 years hosting,Not guest favourite,Not guest favourite
*1004 Studio S - Coliving - 2 peple - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 105 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
Parisian HomeI118901|1 chambre|Montmartre -Pigalle,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 106 ,Hosted by Parisian Home,2 years hosting,Not guest favourite,Not guest favourite
1575: Charming flat in Paris Olympic Games 2024,"Entire rental unit in Paris, France",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 101 ,Hosted by Holidays,1 year hosting,Not guest favourite,Not guest favourite
Saint Maurice - Chez Nathalie,"Entire condo in Saint-Maurice, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 54 ,Hosted by Lucas De Suites Rive Gauche,11 years hosting,Not guest favourite,Not guest favourite
GuestReady - Quiet and Bright Parisian Apartment,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 188 ,Hosted by Patrice,2 years hosting,Not guest favourite,Not guest favourite
Studio in the heart of Paris Bercy - Lyon station,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 73 ,Hosted by Checkmyguest,1 year hosting,Not guest favourite,Not guest favourite
1575: Charming flat in Paris Olympic Games 2024,"Entire rental unit in Paris, France",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 101 ,Hosted by Holidays,1 year hosting,Not guest favourite,Not guest favourite
Geranimus Coeur de Paris Marais,"Entire rental unit in Paris, France",3 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,€ 203 ,Hosted by Charles Et Marthe, · 2 years hosting,Not guest favourite,Not guest favourite
GuestReady - Quiet and Bright Parisian Apartment,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 188 ,Hosted by Patrice,2 years hosting,Not guest favourite,Not guest favourite
Paris,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 77 ,Hosted by Maria Herminia,1 year hosting,Not guest favourite,Not guest favourite
*1008 Studio M for 2 - Coliving - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · Studio ·  · 1 bath,€ 100 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
Lovely 1 bedroom Near Buttes Chaumont,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 119 ,Hosted by Jesse,2 years hosting,Not guest favourite,Not guest favourite
GuestReady - Natalia,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 96 ,Hosted by Natalia,2 years hosting,Not guest favourite,Not guest favourite
Room in the heart of Paris,"Room in Paris, France",1 bedroom ·  · Shared bathroom,€ 105 ,Stay with Jean-Christophe,8 months hosting,5.0,6
Studio with balcony on the outskirts of Paris,"Entire rental unit in Levallois-Perret, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 83 ,Hosted by Frédéric, · 3 years hosting,5.0,15
"Lovely flat, views on Montmartre & Paris rooftops","Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 189 ,Hosted by Jf, · 10 years hosting,4.96,28
"Spacious garden studio, lots of charm","Entire rental unit in Boulogne-Billancourt, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 100 ,Hosted by Balthazar,1 year hosting,5.0,7
Typical Parisian Apartment in La Goutte d'Or,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 149 ,Hosted by Mélanie,7 years hosting,5.0,9
Bright & quiet studio 30m² Paris 15th Convention,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 100 ,Hosted by Eric,9 years hosting,Not guest favourite,Not guest favourite
Asnières Gare/Mairie. À 6 min de Paris St Lazare,"Entire rental unit in Asnières-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 75 ,Hosted by Laetitia, · 10 years hosting,5.0,10
Elegant 52m2 apartment near department stores,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 190 ,Hosted by Eric,1 year hosting,5.0,6
*1010 Studio S - Coliving - 2 people - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 105 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
*1014 Studio S for 2 - Coliving - Paris 15*,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 105 ,Hosted by Pierre De WeHost,8 years hosting,Not guest favourite,Not guest favourite
Gambetta / Père Lachaise,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 118 ,Hosted by El Mehdi, · 7 years hosting,4.96,28
Asnières Gare/Mairie. À 6 min de Paris St Lazare,"Entire rental unit in Asnières-sur-Seine, France",2 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 75 ,Hosted by Laetitia, · 10 years hosting,5.0,10
Nice and bright Paris apartment,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 113 ,Hosted by Véronique, · 10 months hosting,4.94,18
Bright & quiet studio 30m² Paris 15th Convention,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 100 ,Hosted by Eric,9 years hosting,Not guest favourite,Not guest favourite
Apartment Montmartre - Sacré Cœur,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 171 ,Hosted by Sybille,10 years hosting,Not guest favourite,Not guest favourite
Cozy apartment Batignolles,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 99 ,Hosted by Myriam,8 months hosting,Not guest favourite,Not guest favourite
"BRIGHT, SPACIOUS AND QUIET DUPLEX IN BASTILLE","Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 257 ,Hosted by Orson, · 6 years hosting,4.96,71
Your secret garden in Paris at the foot of Montmartre,"Entire rental unit in Paris, France",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 168 ,Hosted by Frédérique, · 4 years hosting,4.93,83
"Your calm apartment in Central, trendy Paris !","Entire rental unit in Paris, France",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 204 ,Hosted by Mehdi, · 2 years hosting,5.0,32
Charming quiet apartment,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 108 ,Hosted by Cece, · 2 years hosting,4.94,18
PARIS CHIC - Montmartre,"Room in Paris, France",1 bedroom ·  · Shared bathroom,€ 63 ,Hosted by Lola,9 months hosting,5.0,17
Cosy apt. in the center of Paris - Montorgueuil 2e,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 271 ,Hosted by Bluma,1 year hosting,4.89,18
50sq.m - A nest in South Pigalle,"Entire rental unit in Paris, France",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 159 ,Hosted by Eric, · 10 years hosting,4.78,125
Comfortable cocoon Belleville and green courtyard,"Entire rental unit in Paris, France",3 guests ·  · Studio ·  · 1 bed ·  · 1 bath,€ 90 ,Hosted by Arnaud, · 8 years hosting,4.90,41
Sublime Studio/Metro 4 to 500 meters /JO 2024/PARIS,"Entire rental unit in Bagneux, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 69 ,Hosted by Belkhel, · 3 years hosting,4.96,26
Studio ideally located at Porte St Martin (center),"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bath,€ 130 ,Hosted by Tarik, · 2 years hosting,5.0,28
Beautiful apartment - Bastille,"Entire rental unit in Paris, France",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 baths,€ 171 ,Hosted by Vinciane,1 month hosting,Not guest favourite,Not guest favourite
Cosy appartment close Statue of Liberty,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 173 ,Hosted by Pauline & Julien, · 6 years hosting,5.0,15
Pied à terre on Avenue de Breteuil,"Entire rental unit in Paris, France",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 162 ,Hosted by Candice, · 10 years hosting,4.96,68
