Walk to Strip in Resort Style Apt w/ Sphere Views!,"Room in Las Vegas, Nevada, United States",1 single bed ·  · Dedicated bathroom,€ 101 ,Hosted by Alex,1 year hosting,Not guest favourite,Not guest favourite
"Quiet, comfy private bedroom near the Strip #2","Room in Las Vegas, Nevada, United States",1 queen bed ·  · Shared bathroom,€ 94 ,Stay with Joseph, · 11 years hosting,4.99,76
SK12* 1BD/1.5BAw/Full Kitchen/Jetted Tub/Sleeps 4,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 baths,€ 176 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
"LUX 1BR Condo Near Strip w/Pool, Gym, and Laundry","Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 137 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
A2H1* Studio w/No Resort Fee/Pool/Gym,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 142 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
TE22 Strip View Studio w/Open Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 139 ,Hosted by Alex, · 9 years hosting,Not guest favourite,Not guest favourite
F8Q2 1BD/2BA Strip View/Balcony/Full Kitchen/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 176 ,Hosted by Alex, · 9 years hosting,4.86,97
"Quiet, comfy private bedroom near the Strip #1","Room in Las Vegas, Nevada, United States",1 queen bed ·  · Shared bathroom,€ 90 ,Stay with Joseph, · 11 years hosting,5.0,41
E15A2* 1BD/2BA w/Balcony/Full Kitchen/Pool/Gym,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 167 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
Apartment close to strip,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,Price not specified,Hosted by Johnrogers,5 years hosting,Not guest favourite,Not guest favourite
Netflix and Chill,"Room in North Las Vegas, Nevada, United States",1 bed ·  · Shared bathroom,€ 57 ,Hosted by E.J., · 2 years hosting,Not guest favourite,Not guest favourite
WM26* Studio Suite w/ Open Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 130 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
C19M1* Studio StripView/Balcony/Pool/No Resort Fee,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
Fully Remodeled 1 Bedroom Condo near Strip,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
"LUX 1BR Condo Near Strip w/Pool, Gym, and Laundry","Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 151 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
Stylish bedroom 3 by Strip & airport,"Room in Las Vegas, Nevada, United States",1 king bed ·  · Shared bathroom,€ 110 ,Stay with Angel, · 3 years hosting,Not guest favourite,Not guest favourite
C4T2 Studio StripView/Balcony/Pool/No Resort Fee,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by Alex, · 9 years hosting,Not guest favourite,Not guest favourite
Great 1-BR + trundle in nice residential area,"Room in Las Vegas, Nevada, United States",2 single beds ·  · Shared bathroom,€ 73 ,Hosted by Jaime,2 months hosting,Not guest favourite,Not guest favourite
Las Vegas. Simple bed. Discount,"Room in Las Vegas, Nevada, United States",1 bed ·  · 1.5 shared bathrooms,€ 19 ,Hosted by Sea,2 years hosting,Not guest favourite,Not guest favourite
Family Home 3,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Shared bathroom,€ 57 ,Stay with Pang,7 years hosting,Not guest favourite,Not guest favourite
Family home 5,"Room in Las Vegas, Nevada, United States",1 bed ·  · Shared bathroom,€ 54 ,Hosted by Pang,7 years hosting,Not guest favourite,Not guest favourite
"LUX 1BR Condo Near Strip, UNLV, and Convention CTR","Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 143 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
Stunning Escape Top Floor Studio Unit 31st Floor,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 128 ,Hosted by Zelloo,5 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by Live Suite,2 years hosting,Not guest favourite,Not guest favourite
"Onsite gym, pool and (of course) casino","Room in hotel in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 private bath,€ 103 ,Hosted by The D Las Vegas,4 months hosting,Not guest favourite,Not guest favourite
On the Strip | Casino. Pool,"Entire rental unit in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 79 ,Hosted by OYO Hotel Casino Las Vegas,4 months hosting,Not guest favourite,Not guest favourite
Mountains Edge Area-Full Bed-Shared Bathroom,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Shared bathroom,€ 69 ,Hosted by Tess, · 1 year hosting,Not guest favourite,Not guest favourite
F2Q2* 1BD/2BA Strip & Mountain View/Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 176 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
E4I3 1BD/2BA w/Balcony/Full Kitchen/Pool/Gym,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 167 ,Hosted by Alex, · 9 years hosting,Not guest favourite,Not guest favourite
Huge master suite/bath + semi-private living room,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Private attached bathroom,€ 115 ,Stay with Joseph, · 11 years hosting,4.97,36
C4S3* MGM Studio | Sphere Strip View | Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
C17S2  Studio StripView/Balcony/Pool/No Resort Fee,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by Alex, · 9 years hosting,Not guest favourite,Not guest favourite
*King suite w/ Bath *Spa *Fast Wi-Fi,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 140 ,Hosted by Vi, · 4 years hosting,5.0,43
10mins from strip [private bath],"Private room in rental unit in Las Vegas, Nevada, United States",1 guest ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 74 ,Hosted by Khy,1 year hosting,Not guest favourite,Not guest favourite
TF31* Strip View Studio w/ Open Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 146 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
Palms Studio Suite with Balcony,"Entire rental unit in Las Vegas, Nevada, United States",6 guests ·  · 1 bedroom ·  · 1 bath,€ 190 ,Hosted by Las Vegas, · 8 months hosting,Not guest favourite,Not guest favourite
"The D Las Vegas, Deluxe Room, Outdoor Pool!","Room in hotel in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 107 ,Hosted by RoomPicks,1 year hosting,Not guest favourite,Not guest favourite
C Quiet Room Near  DTLV & Las Vegas SRIP,"Private room in home in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 shared bath,€ 76 ,Hosted by Tony,4 years hosting,Not guest favourite,Not guest favourite
33F-Clean&Comfortable Room Shared Bathroom,"Room in Las Vegas, Nevada, United States",2 beds ·  · Shared bathroom,€ 57 ,Hosted by 桂兰,3 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by David, · 3 years hosting,5.0,7
Vdara Suite | Best Condo-Hotel | 100% smoke free,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1.5 baths,€ 431 ,Hosted by Dario, · 9 years hosting,Not guest favourite,Not guest favourite
Casitas 23rd,"Room in North Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 82 ,Stay with Ossie,2 years hosting,4.83,6
Las Vegas. Simple bed. Discount,"Room in Las Vegas, Nevada, United States",1 single bed ·  · 1.5 shared bathrooms,€ 19 ,Hosted by Zero,2 years hosting,Not guest favourite,Not guest favourite
Comfy with Love,"Room in Las Vegas, Nevada, United States",2 queen beds ·  · Dedicated bathroom,€ 63 ,Stay with Marilyn,5 months hosting,Not guest favourite,Not guest favourite
CALI King sz Bed 12 mins to strip in charming home,"Room in Las Vegas, Nevada, United States",1 bed ·  · Shared bathroom,€ 73 ,Hosted by Kin, · 7 years hosting,Not guest favourite,Not guest favourite
City of Neon Lights Experience | Casino. Pool,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 88 ,Hosted by OYO Hotel Casino Las Vegas, · 7 years hosting,Not guest favourite,Not guest favourite
2022 brand new 5B4.5B single house,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 57 ,Hosted by Christy,8 years hosting,Not guest favourite,Not guest favourite
Mountains Edge Area. Queen Bed-Shared Bathroom.,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Shared bathroom,€ 82 ,Stay with Tess, · 1 year hosting,Not guest favourite,Not guest favourite
F19Q1* 1BD/2BA StripView/Balcony/Full Kitchen/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 176 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
C7M1 Studio StripView/Balcony/Pool/No Resort Fee,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by Alex, · 9 years hosting,Not guest favourite,Not guest favourite
D34T1* Studio PH Floor w/StripView/Balcony/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 1 bath,€ 150 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
*Private room *Hot Tub *Fast Wi-Fi* III,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Shared bathroom,€ 116 ,Hosted by Vi, · 4 years hosting,4.96,45
TG32* Strip View Studio w/ Open Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 139 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
"LUX 1BR Condo Near Strip w/Pool, Gym, and Laundry","Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 179 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
"LUX 2BR/2BA Condo Near Strip w/Pool, Gym, Balcony","Entire rental unit in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 210 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
ADA Studio Balcony Awesome Partial Strip & F1 View,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 238 ,Hosted by Jonathan, · 8 years hosting,Not guest favourite,Not guest favourite
Modern Large Studio Unit :1,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 126 ,Hosted by Canan,5 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by Suite Life, · 2 years hosting,Not guest favourite,Not guest favourite
"LUX 1BR Condo Near Strip w/Pool, Gym, and Laundry","Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 152 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by David, · 3 years hosting,Not guest favourite,Not guest favourite
Comfy with Love,"Room in Las Vegas, Nevada, United States",2 queen beds ·  · Dedicated bathroom,€ 63 ,Stay with Marilyn,5 months hosting,Not guest favourite,Not guest favourite
Modern Large Studio Unit :1,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bath,€ 126 ,Hosted by Canan,5 years hosting,Not guest favourite,Not guest favourite
Master Br (Rm C) w/Private Entrance!,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Private attached bathroom,€ 99 ,Hosted by Kaye, · 4 years hosting,5.0,10
2022 brand new 5B4.5B single house,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 57 ,Hosted by Christy,8 years hosting,Not guest favourite,Not guest favourite
Luxurious 1BR Suite at Wyndham Grand Desert,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 164 ,Hosted by Live Suite,2 years hosting,Not guest favourite,Not guest favourite
Wonderful Opportunity in the Heart of Las Vegas,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 135 ,Hosted by Ami, · 8 years hosting,Not guest favourite,Not guest favourite
Lagunaa Azul,"Entire home in Las Vegas, Nevada, United States",10 guests ·  · 4 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 355 ,Hosted by Spring And Olivia, · 6 years hosting,Not guest favourite,Not guest favourite
Strip view 1 bedroom condo with pool & gym,"Entire condo in Las Vegas, Nevada, United States",5 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 230 ,Hosted by Andrea,5 years hosting,Not guest favourite,Not guest favourite
City of Neon Lights Experience | Casino. Pool,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 88 ,Hosted by OYO Hotel Casino Las Vegas,5 years hosting,Not guest favourite,Not guest favourite
F19K1* 1BD/2BA StripView/Balcony/Full Kitchen/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 176 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
D34T1* Studio PH Floor w/StripView/Balcony/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 1 bath,€ 150 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
TG32* Strip View Studio w/ Open Balcony,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 139 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
Fully Renovated 2BR/2BA Condo w/Strip View,"Entire rental unit in Las Vegas, Nevada, United States",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 195 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
DISINFECTED - Entire Modern Condo 10 Min to Strip!,"Entire condo in Las Vegas, Nevada, United States",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 168 ,Hosted by Gloria,7 years hosting,Not guest favourite,Not guest favourite
The Great Room!!! ;D,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 88 ,Stay with Jc,7 years hosting,Not guest favourite,Not guest favourite
City of Neon Lights Experience | Casino. Pool,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 88 ,Hosted by OYO Hotel Casino Las Vegas,7 years hosting,Not guest favourite,Not guest favourite
The Great Room!!! ;D,"Room in Las Vegas, Nevada, United States",1 bedroom ·  · Private attached bathroom,€ 88 ,Stay with Jc,7 years hosting,Not guest favourite,Not guest favourite
Sin City Experience | Pool . Gameing,"Entire rental unit in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 84 ,Hosted by OYO Hotel Casino Las Vegas,7 years hosting,Not guest favourite,Not guest favourite
The SANCTUARYpool/hottub/sauna/yoga deck/minigolf,"Entire villa in Las Vegas, Nevada, United States",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 4.5 baths,€ 944 ,Hosted by Spring And Olivia, · 6 years hosting,Not guest favourite,Not guest favourite
Z cozy two bedroom 2 bathroom,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 186 ,Hosted by Sharon,6 months hosting,Not guest favourite,Not guest favourite
"Onsite gym, pool and (of course) casino","Room in hotel in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 1 private bath,€ 103 ,Hosted by The D Las Vegas,4 months hosting,Not guest favourite,Not guest favourite
1BR+Spacious+PrivateBath+NearStrip+FreeParking,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Dedicated bathroom,€ 115 ,Stay with Himanshu, · 3 years hosting,4.94,133
4 BR 2.5 BA Entire house TV every room,"Entire home in Las Vegas, Nevada, United States",8 guests ·  · 4 bedrooms ·  · 6 beds ·  · 2.5 baths,Price not specified,Hosted by Chunli, · 3 years hosting,Not guest favourite,Not guest favourite
Elegant New Home 4 Br w 2 master,"Entire home in Las Vegas, Nevada, United States",6 guests ·  · 4 bedrooms ·  · 4 beds ·  · 2.5 baths,€ 384 ,Hosted by Jen And DJ,7 years hosting,4.97,37
3 bedroom . Views of Strip . Walk to all actions.,"Entire condo in Las Vegas, Nevada, United States",7 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 304 ,Hosted by Your Las Vegas Stay, · 11 years hosting,Not guest favourite,Not guest favourite
Comfy with Love,"Room in Las Vegas, Nevada, United States",2 queen beds ·  · Dedicated bathroom,€ 63 ,Stay with Marilyn,5 months hosting,Not guest favourite,Not guest favourite
Home in North Las Vegas,"Entire home in North Las Vegas, Nevada, United States",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 3 baths,€ 453 ,Hosted by Malee Anne, · 8 years hosting,Not guest favourite,Not guest favourite
Master Br (Rm C) w/Private Entrance!,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Private attached bathroom,€ 99 ,Hosted by Kaye, · 4 years hosting,5.0,10
DREAM PENTHOUSE !!!,"Entire condo in Las Vegas, Nevada, United States",9 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2.5 baths,€ 942 ,Hosted by Arthur, · 9 years hosting,Not guest favourite,Not guest favourite
Experience Comfortable Living,"Entire guest suite in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 138 ,Hosted by Emelyn, · 1 year hosting,4.95,22
F12K1* 1BD/2BA StripView/Balcony/Full Kitchen/Pool,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 176 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
C7T1* Studio StripView/Balcony/Pool/No Resort Fee,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 150 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
TD9* Strip View Studio/No Resorts Fee/Lobby Bar,"Entire serviced apartment in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 141 ,Hosted by StripViewSuites,5 years hosting,Not guest favourite,Not guest favourite
Experience Comfortable Living,"Entire guest suite in Las Vegas, Nevada, United States",2 guests ·  · 1 bedroom ·  · 1 bath,€ 138 ,Hosted by Emelyn, · 1 year hosting,4.95,22
Comfy with Love,"Room in Las Vegas, Nevada, United States",2 queen beds ·  · Dedicated bathroom,€ 63 ,Stay with Marilyn,5 months hosting,Not guest favourite,Not guest favourite
CALI King sz Bed 12 mins to strip in charming home,"Room in Las Vegas, Nevada, United States",1 bed ·  · Shared bathroom,€ 73 ,Hosted by Kin, · 7 years hosting,Not guest favourite,Not guest favourite
New remodeled House 4BD close to Strip Gameroom,"Entire home in Las Vegas, Nevada, United States",12 guests ·  · 4 bedrooms ·  · 7 beds ·  · 3 baths,€ 398 ,Hosted by Manya, · 8 years hosting,4.75,171
Cute Condo near Red Rock Casino,"Entire rental unit in Las Vegas, Nevada, United States",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 387 ,Hosted by Ben, · 1 year hosting,Not guest favourite,Not guest favourite
6MinsfromStrip/Airport!RVPrking!Pool/Pickleball!,"Entire home in Las Vegas, Nevada, United States",12 guests ·  · 5 bedrooms ·  · 4.5 baths,"€ 1,002 ",Hosted by Matt, · 6 years hosting,Not guest favourite,Not guest favourite
"LUX 3BR/2BA Condo Near Strip w/Pool, Gym, Laundry","Entire condo in Las Vegas, Nevada, United States",8 guests ·  · 3 bedrooms ·  · 5 beds ·  · 2 baths,€ 243 ,Hosted by Breezy,8 years hosting,Not guest favourite,Not guest favourite
Mountain/Golf Views! Spacious Suite w/Jacuzzi Tub!,"Entire condo in Las Vegas, Nevada, United States",4 guests ·  · Studio ·  · 2 beds ·  · 1 bath,€ 301 ,Hosted by Grand Prismatic Holdings, · 2 years hosting,4.89,36
Mountains Edge Area. Queen Bed-Shared Bathroom.,"Room in Las Vegas, Nevada, United States",1 queen bed ·  · Shared bathroom,€ 82 ,Stay with Tess, · 1 year hosting,Not guest favourite,Not guest favourite
Fully Remodeled Home Away From Home 3br,"Entire home in Las Vegas, Nevada, United States",5 guests ·  · 3 bedrooms ·  · 2 baths,€ 375 ,Hosted by Chris, · 5 years hosting,4.96,24
